Model_Optimization_01, 6/13/2021 6:40:09 PM, 0
Model_Optimization_01, 6/13/2021 6:40:09 PM, 0
Model_Optimization_01, 6/13/2021 6:40:10 PM, 3.519473
Model_Optimization_01, 6/13/2021 6:40:10 PM, 3.320135
Model_Optimization_01, 6/13/2021 6:40:10 PM, 3.581431
Model_Optimization_01, 6/13/2021 6:40:10 PM, 3.962441
Model_Optimization_01, 6/13/2021 6:40:10 PM, 4.390707
Model_Optimization_01, 6/13/2021 6:40:10 PM, 4.861763
Model_Optimization_01, 6/13/2021 6:40:10 PM, 5.356459
Model_Optimization_01, 6/13/2021 6:40:10 PM, 5.934515
Model_Optimization_01, 6/13/2021 6:40:10 PM, 6.575254
Model_Optimization_01, 6/13/2021 6:40:10 PM, 7.273888
Model_Optimization_01, 6/13/2021 6:40:10 PM, 8.043734
Model_Optimization_01, 6/13/2021 6:40:10 PM, 8.88866
Model_Optimization_01, 6/13/2021 6:40:10 PM, 9.8379
Model_Optimization_01, 6/13/2021 6:40:10 PM, 10.84052
Model_Optimization_01, 6/13/2021 6:40:10 PM, 11.97886
Model_Optimization_01, 6/13/2021 6:40:10 PM, 13.08317
Model_Optimization_01, 6/13/2021 6:40:10 PM, 14.26316
Model_Optimization_01, 6/13/2021 6:40:10 PM, 15.68624
Model_Optimization_01, 6/13/2021 6:40:10 PM, 17.16601
Model_Optimization_01, 6/13/2021 6:40:10 PM, 18.91586
Model_Optimization_01, 6/13/2021 6:40:10 PM, 20.71211
Model_Optimization_01, 6/13/2021 6:40:10 PM, 22.30145
Model_Optimization_01, 6/13/2021 6:40:10 PM, 24.39264
Model_Optimization_01, 6/13/2021 6:40:10 PM, 26.06726
Model_Optimization_01, 6/13/2021 6:40:10 PM, 27.81362
Model_Optimization_01, 6/13/2021 6:40:10 PM, 30.6062
Model_Optimization_01, 6/13/2021 6:40:10 PM, 33.34909
Model_Optimization_01, 6/13/2021 6:40:10 PM, 36.30092
Model_Optimization_01, 6/13/2021 6:40:10 PM, 39.24909
Model_Optimization_01, 6/13/2021 6:40:10 PM, 42.50064
Model_Optimization_01, 6/13/2021 6:40:10 PM, 46.13648
Model_Optimization_01, 6/13/2021 6:40:10 PM, 49.83989
Model_Optimization_01, 6/13/2021 6:40:10 PM, 53.42022
Model_Optimization_01, 6/13/2021 6:40:10 PM, 57.39001
Model_Optimization_01, 6/13/2021 6:40:10 PM, 61.46877
Model_Optimization_01, 6/13/2021 6:40:10 PM, 65.50989
Model_Optimization_01, 6/13/2021 6:40:10 PM, 66.91992
Model_Optimization_01, 6/13/2021 6:40:10 PM, 66.25544
Model_Optimization_01, 6/13/2021 6:40:10 PM, 69.52996
Model_Optimization_01, 6/13/2021 6:40:10 PM, 72.9584
Model_Optimization_01, 6/13/2021 6:40:10 PM, 76.32022
Model_Optimization_01, 6/13/2021 6:40:10 PM, 80.01339
Model_Optimization_01, 6/13/2021 6:40:10 PM, 83.09763
Model_Optimization_01, 6/13/2021 6:40:10 PM, 87.05006
Model_Optimization_01, 6/13/2021 6:40:10 PM, 89.69327
Model_Optimization_01, 6/13/2021 6:40:10 PM, 93.30276
Model_Optimization_01, 6/13/2021 6:40:10 PM, 97.8831
Model_Optimization_01, 6/13/2021 6:40:10 PM, 100.302
Model_Optimization_01, 6/13/2021 6:40:10 PM, 97.31923
Model_Optimization_01, 6/13/2021 6:40:10 PM, 75.26365
Model_Optimization_01, 6/13/2021 6:40:10 PM, 72.54534
Model_Optimization_01, 6/13/2021 6:40:10 PM, 77.79271
Model_Optimization_01, 6/13/2021 6:40:10 PM, 81.8649
Model_Optimization_01, 6/13/2021 6:40:10 PM, 86.74267
Model_Optimization_01, 6/13/2021 6:40:10 PM, 93.36697
Model_Optimization_01, 6/13/2021 6:40:10 PM, 99.07883
Model_Optimization_01, 6/13/2021 6:40:10 PM, 102.4047
Model_Optimization_01, 6/13/2021 6:40:10 PM, 109.5221
Model_Optimization_01, 6/13/2021 6:40:10 PM, 115.3615
Model_Optimization_01, 6/13/2021 6:40:10 PM, 118.1944
Model_Optimization_01, 6/13/2021 6:40:10 PM, 120.7016
Model_Optimization_01, 6/13/2021 6:40:10 PM, 123.8756
Model_Optimization_01, 6/13/2021 6:40:10 PM, 126.024
Model_Optimization_01, 6/13/2021 6:40:10 PM, 126.667
Model_Optimization_01, 6/13/2021 6:40:10 PM, 126.629
Model_Optimization_01, 6/13/2021 6:40:10 PM, 127.8771
Model_Optimization_01, 6/13/2021 6:40:10 PM, 129.8729
Model_Optimization_01, 6/13/2021 6:40:10 PM, 133.8786
Model_Optimization_01, 6/13/2021 6:40:10 PM, 132.8678
Model_Optimization_01, 6/13/2021 6:40:10 PM, 135.3741
Model_Optimization_01, 6/13/2021 6:40:10 PM, 136.7883
Model_Optimization_01, 6/13/2021 6:40:10 PM, 137.9975
Model_Optimization_01, 6/13/2021 6:40:10 PM, 138.7126
Model_Optimization_01, 6/13/2021 6:40:10 PM, 142.1716
Model_Optimization_01, 6/13/2021 6:40:10 PM, 144.6751
Model_Optimization_01, 6/13/2021 6:40:10 PM, 145.9399
Model_Optimization_01, 6/13/2021 6:40:10 PM, 144.2795
Model_Optimization_01, 6/13/2021 6:40:10 PM, 147.2992
Model_Optimization_01, 6/13/2021 6:40:10 PM, 148.8662
Model_Optimization_01, 6/13/2021 6:40:10 PM, 148.2321
Model_Optimization_01, 6/13/2021 6:40:10 PM, 144.0464
Model_Optimization_01, 6/13/2021 6:40:10 PM, 144.2814
Model_Optimization_01, 6/13/2021 6:40:10 PM, 146.0769
Model_Optimization_01, 6/13/2021 6:40:10 PM, 146.572
Model_Optimization_01, 6/13/2021 6:40:10 PM, 148.3053
Model_Optimization_01, 6/13/2021 6:40:10 PM, 147.9269
Model_Optimization_01, 6/13/2021 6:40:10 PM, 150.9741
Model_Optimization_01, 6/13/2021 6:40:10 PM, 154.6217
Model_Optimization_01, 6/13/2021 6:40:10 PM, 156.9322
Model_Optimization_01, 6/13/2021 6:40:10 PM, 158.8358
Model_Optimization_01, 6/13/2021 6:40:10 PM, 161.6028
Model_Optimization_01, 6/13/2021 6:40:10 PM, 164.2578
Model_Optimization_01, 6/13/2021 6:40:10 PM, 166.2911
Model_Optimization_01, 6/13/2021 6:40:10 PM, 169.2129
Model_Optimization_01, 6/13/2021 6:40:10 PM, 170.4427
Model_Optimization_01, 6/13/2021 6:40:11 PM, 171.8173
Model_Optimization_01, 6/13/2021 6:40:11 PM, 170.2118
Model_Optimization_01, 6/13/2021 6:40:11 PM, 161.3039
Model_Optimization_01, 6/13/2021 6:40:11 PM, 159.1016
Model_Optimization_01, 6/13/2021 6:40:11 PM, 165.6665
Model_Optimization_01, 6/13/2021 6:40:11 PM, 165.8204
Model_Optimization_01, 6/13/2021 6:40:11 PM, 166.9252
Model_Optimization_01, 6/13/2021 6:40:11 PM, 169.4827
Model_Optimization_01, 6/13/2021 6:40:11 PM, 172.0943
Model_Optimization_01, 6/13/2021 6:40:11 PM, 169.0223
Model_Optimization_01, 6/13/2021 6:40:11 PM, 172.6877
Model_Optimization_01, 6/13/2021 6:40:11 PM, 174.2354
Model_Optimization_01, 6/13/2021 6:40:11 PM, 175.8017
Model_Optimization_01, 6/13/2021 6:40:11 PM, 176.4947
Model_Optimization_01, 6/13/2021 6:40:11 PM, 177.1481
